First Name,Last Name,Company,Connection,Email Address,Position
Ali,Qureshi,Google,Afraz Siddiqui,ali.qureshi.343@example.com,Intern
Zara,Ahmed,Adobe,Afraz Siddiqui,zara.ahmed.344@example.com,Manager
Omar,Ali,Adobe,Fatima Ahmed,omar.ali.345@example.com,Engineer
Zara,Butt,HCC,Afraz Siddiqui,zara.butt.346@example.com,Developer
Zain,Mirza,Google,Afraz Siddiqui,zain.mirza.347@example.com,Engineer
Usman,Malik,HCC,Noor Javed,usman.malik.348@example.com,Specialist
Ayesha,Smith,Apple,Afraz Siddiqui,ayesha.smith.349@example.com,Specialist
Hassan,Shah,IBM,Afraz Siddiqui,hassan.shah.350@example.com,Specialist
Zain,Khan,Adobe,Amna Smith,zain.khan.351@example.com,Specialist
Bilal,Butt,Tesla,Afraz Siddiqui,bilal.butt.352@example.com,Consultant
Sara,Qureshi,Google,Afraz Siddiqui,sara.qureshi.353@example.com,Engineer
Omar,Malik,HCC,Mina Iqbal,omar.malik.354@example.com,Specialist
Zara,Brown,Microsoft,Afraz Siddiqui,zara.brown.355@example.com,Manager
Ali,Raza,Adobe,Afraz Siddiqui,ali.raza.356@example.com,Specialist
John,Butt,Google,Jane Raza,john.butt.357@example.com,Specialist
John,Mirza,IBM,Afraz Siddiqui,john.mirza.358@example.com,Analyst
Ali,Shah,Adobe,Afraz Siddiqui,ali.shah.359@example.com,Analyst
Noor,Raza,Amazon,Noor Brown,noor.raza.360@example.com,Developer
Bilal,Raza,Amazon,Afraz Siddiqui,bilal.raza.361@example.com,Developer
Omar,Raza,Meta,Afraz Siddiqui,omar.raza.362@example.com,Specialist
Mina,Shah,Meta,Hassan Khan,mina.shah.363@example.com,Consultant
Ali,Shah,Airbnb,Afraz Siddiqui,ali.shah.364@example.com,Analyst
John,Ansari,Microsoft,Afraz Siddiqui,john.ansari.365@example.com,Engineer
Amna,Butt,HCC,Omar Raza,amna.butt.366@example.com,Analyst
Fatima,Ahmed,Microsoft,Afraz Siddiqui,fatima.ahmed.367@example.com,Specialist
Mina,Raza,Microsoft,Afraz Siddiqui,mina.raza.368@example.com,Intern
Mina,Ansari,Amazon,Hassan Khan,mina.ansari.369@example.com,Intern
Mina,Mirza,Google,Afraz Siddiqui,mina.mirza.370@example.com,Engineer
John,Malik,Google,Afraz Siddiqui,john.malik.371@example.com,Consultant
Fatima,Ansari,Meta,Hassan Javed,fatima.ansari.372@example.com,Analyst
Ayesha,Ansari,Google,Afraz Siddiqui,ayesha.ansari.373@example.com,Specialist
Jane,Ansari,Adobe,Afraz Siddiqui,jane.ansari.374@example.com,Engineer
Jane,Shah,Airbnb,Bilal Ali,jane.shah.375@example.com,Specialist
Sara,Javed,Airbnb,Afraz Siddiqui,sara.javed.376@example.com,Consultant
Jane,Javed,Amazon,Afraz Siddiqui,jane.javed.377@example.com,Analyst
Omar,Ansari,Amazon,Noor Qureshi,omar.ansari.378@example.com,Engineer
Bilal,Butt,Apple,Afraz Siddiqui,bilal.butt.379@example.com,Engineer
Omar,Smith,Google,Afraz Siddiqui,omar.smith.380@example.com,Engineer
Jane,Mirza,Airbnb,Sara Ansari,jane.mirza.381@example.com,Intern
Omar,Ahmed,Adobe,Afraz Siddiqui,omar.ahmed.382@example.com,Specialist
Noor,Khan,Airbnb,Afraz Siddiqui,noor.khan.383@example.com,Analyst
Hassan,Brown,Adobe,John Zubair,hassan.brown.384@example.com,Intern
Fatima,Ansari,Google,Afraz Siddiqui,fatima.ansari.385@example.com,Engineer
John,Qureshi,Adobe,Afraz Siddiqui,john.qureshi.386@example.com,Engineer
Zain,Raza,Airbnb,Usman Mirza,zain.raza.387@example.com,Manager
Hassan,Smith,Google,Afraz Siddiqui,hassan.smith.388@example.com,Intern
Bilal,Mirza,HCC,Afraz Siddiqui,bilal.mirza.389@example.com,Specialist
Zain,Ali,Airbnb,Mina Malik,zain.ali.390@example.com,Specialist
Zain,Shah,Amazon,Afraz Siddiqui,zain.shah.391@example.com,Consultant
Jane,Brown,Airbnb,Afraz Siddiqui,jane.brown.392@example.com,Consultant
Fatima,Smith,Microsoft,Amna Raza,fatima.smith.393@example.com,Engineer
Hassan,Ahmed,Adobe,Afraz Siddiqui,hassan.ahmed.394@example.com,Intern
Hassan,Qureshi,Amazon,Afraz Siddiqui,hassan.qureshi.395@example.com,Developer
Amna,Javed,Adobe,Sara Ansari,amna.javed.396@example.com,Developer
Fatima,Raza,Apple,Afraz Siddiqui,fatima.raza.397@example.com,Manager
Bilal,Mirza,HCC,Afraz Siddiqui,bilal.mirza.398@example.com,Specialist
Mina,Ahmed,Airbnb,Zara Ahmed,mina.ahmed.399@example.com,Analyst
Hassan,Butt,Google,Afraz Siddiqui,hassan.butt.400@example.com,Developer
Jane,Smith,Meta,Afraz Siddiqui,jane.smith.401@example.com,Consultant
Omar,Qureshi,Adobe,Amna Raza,omar.qureshi.402@example.com,Intern
Zara,Khan,Google,Afraz Siddiqui,zara.khan.403@example.com,Consultant
Noor,Ahmed,Apple,Afraz Siddiqui,noor.ahmed.404@example.com,Manager
Zara,Butt,HCC,Mina Zubair,zara.butt.405@example.com,Intern
Bilal,Ali,IBM,Afraz Siddiqui,bilal.ali.406@example.com,Manager
Jane,Khan,Google,Afraz Siddiqui,jane.khan.407@example.com,Specialist
Ayesha,Iqbal,Microsoft,Sara Zubair,ayesha.iqbal.408@example.com,Developer
Noor,Ansari,Microsoft,Afraz Siddiqui,noor.ansari.409@example.com,Specialist
Jane,Smith,Amazon,Afraz Siddiqui,jane.smith.410@example.com,Intern
Amna,Javed,Meta,Hassan Ahmed,amna.javed.411@example.com,Manager
Ayesha,Brown,Google,Afraz Siddiqui,ayesha.brown.412@example.com,Consultant
Mina,Javed,Apple,Afraz Siddiqui,mina.javed.413@example.com,Consultant
Usman,Smith,IBM,Usman Ahmed,usman.smith.414@example.com,Developer
Jane,Zubair,Google,Afraz Siddiqui,jane.zubair.415@example.com,Intern
Mina,Khan,Meta,Afraz Siddiqui,mina.khan.416@example.com,Consultant
Noor,Khan,Microsoft,Ayesha Ansari,noor.khan.417@example.com,Developer
Mina,Javed,Meta,Afraz Siddiqui,mina.javed.418@example.com,Analyst
Hassan,Zubair,Meta,Afraz Siddiqui,hassan.zubair.419@example.com,Consultant
Hassan,Ahmed,Google,Zain Butt,hassan.ahmed.420@example.com,Consultant
Mina,Brown,Microsoft,Afraz Siddiqui,mina.brown.421@example.com,Manager
Mina,Mirza,Tesla,Afraz Siddiqui,mina.mirza.422@example.com,Consultant
Mina,Brown,Apple,Usman Ahmed,mina.brown.423@example.com,Intern
Fatima,Shah,IBM,Afraz Siddiqui,fatima.shah.424@example.com,Consultant
Mina,Smith,HCC,Afraz Siddiqui,mina.smith.425@example.com,Analyst
Sara,Khan,IBM,Usman Khan,sara.khan.426@example.com,Engineer
Sara,Khan,Microsoft,Afraz Siddiqui,sara.khan.427@example.com,Developer
Ayesha,Raza,Google,Afraz Siddiqui,ayesha.raza.428@example.com,Analyst
Ali,Raza,Google,John Iqbal,ali.raza.429@example.com,Developer
Hassan,Iqbal,Meta,Afraz Siddiqui,hassan.iqbal.430@example.com,Intern
Zain,Iqbal,IBM,Afraz Siddiqui,zain.iqbal.431@example.com,Engineer
Sara,Mirza,Apple,Noor Ansari,sara.mirza.432@example.com,Analyst
Sara,Smith,Tesla,Afraz Siddiqui,sara.smith.433@example.com,Engineer
Fatima,Khan,IBM,Afraz Siddiqui,fatima.khan.434@example.com,Consultant
Bilal,Shah,Microsoft,Zain Smith,bilal.shah.435@example.com,Engineer
Amna,Qureshi,Microsoft,Afraz Siddiqui,amna.qureshi.436@example.com,Analyst
Amna,Raza,HCC,Afraz Siddiqui,amna.raza.437@example.com,Analyst
John,Qureshi,HCC,Ayesha Brown,john.qureshi.438@example.com,Developer
Zara,Khan,Microsoft,Afraz Siddiqui,zara.khan.439@example.com,Consultant
Mina,Iqbal,Microsoft,Afraz Siddiqui,mina.iqbal.440@example.com,Engineer
Sara,Qureshi,Adobe,Ayesha Ali,sara.qureshi.441@example.com,Developer
Ali,Shah,Amazon,Afraz Siddiqui,ali.shah.442@example.com,Developer
Bilal,Brown,Tesla,Afraz Siddiqui,bilal.brown.443@example.com,Developer
Usman,Iqbal,HCC,Fatima Mirza,usman.iqbal.444@example.com,Intern
Noor,Butt,Apple,Afraz Siddiqui,noor.butt.445@example.com,Specialist
Amna,Qureshi,Google,Afraz Siddiqui,amna.qureshi.446@example.com,Specialist
Mina,Malik,IBM,Bilal Javed,mina.malik.447@example.com,Developer
Usman,Ali,Adobe,Afraz Siddiqui,usman.ali.448@example.com,Intern
Ali,Javed,Microsoft,Afraz Siddiqui,ali.javed.449@example.com,Consultant
Bilal,Qureshi,Tesla,Bilal Shah,bilal.qureshi.450@example.com,Analyst
Zain,Brown,Amazon,Afraz Siddiqui,zain.brown.451@example.com,Developer
John,Butt,Amazon,Afraz Siddiqui,john.butt.452@example.com,Analyst
Jane,Javed,Airbnb,Omar Iqbal,jane.javed.453@example.com,Intern
Amna,Zubair,Meta,Afraz Siddiqui,amna.zubair.454@example.com,Engineer
Hassan,Shah,Airbnb,Afraz Siddiqui,hassan.shah.455@example.com,Consultant
Zara,Raza,Apple,Jane Javed,zara.raza.456@example.com,Consultant
Sara,Shah,Google,Afraz Siddiqui,sara.shah.457@example.com,Manager
Zain,Ahmed,IBM,Afraz Siddiqui,zain.ahmed.458@example.com,Intern
Ali,Butt,Adobe,Mina Ansari,ali.butt.459@example.com,Developer
Ali,Raza,IBM,Afraz Siddiqui,ali.raza.460@example.com,Developer
Amna,Ahmed,Amazon,Afraz Siddiqui,amna.ahmed.461@example.com,Consultant
John,Shah,Airbnb,Ayesha Malik,john.shah.462@example.com,Manager
Zain,Raza,IBM,Afraz Siddiqui,zain.raza.463@example.com,Engineer
Mina,Khan,Airbnb,Afraz Siddiqui,mina.khan.464@example.com,Consultant
Fatima,Brown,Amazon,Ayesha Butt,fatima.brown.465@example.com,Developer
Jane,Ansari,Tesla,Afraz Siddiqui,jane.ansari.466@example.com,Consultant
Mina,Smith,Meta,Afraz Siddiqui,mina.smith.467@example.com,Analyst
Noor,Khan,Google,Amna Ansari,noor.khan.468@example.com,Analyst
John,Raza,Tesla,Afraz Siddiqui,john.raza.469@example.com,Specialist
Bilal,Ali,Tesla,Afraz Siddiqui,bilal.ali.470@example.com,Developer
Usman,Malik,Airbnb,Omar Ansari,usman.malik.471@example.com,Specialist
Jane,Ansari,IBM,Afraz Siddiqui,jane.ansari.472@example.com,Manager
Zara,Malik,Adobe,Afraz Siddiqui,zara.malik.473@example.com,Manager
Ali,Raza,Microsoft,Hassan Brown,ali.raza.474@example.com,Analyst
Fatima,Ahmed,Apple,Afraz Siddiqui,fatima.ahmed.475@example.com,Intern
Ayesha,Raza,Adobe,Afraz Siddiqui,ayesha.raza.476@example.com,Consultant
Mina,Javed,Meta,Amna Javed,mina.javed.477@example.com,Manager
Ali,Iqbal,Adobe,Afraz Siddiqui,ali.iqbal.478@example.com,Consultant
Noor,Khan,Tesla,Afraz Siddiqui,noor.khan.479@example.com,Consultant
John,Shah,Tesla,Noor Javed,john.shah.480@example.com,Manager
Omar,Ahmed,Microsoft,Afraz Siddiqui,omar.ahmed.481@example.com,Consultant
Ali,Khan,Tesla,Afraz Siddiqui,ali.khan.482@example.com,Consultant
Noor,Iqbal,Adobe,Usman Mirza,noor.iqbal.483@example.com,Engineer
Jane,Zubair,Apple,Afraz Siddiqui,jane.zubair.484@example.com,Developer
Sara,Shah,Adobe,Afraz Siddiqui,sara.shah.485@example.com,Specialist
Amna,Javed,Meta,John Malik,amna.javed.486@example.com,Analyst
Fatima,Javed,Tesla,Afraz Siddiqui,fatima.javed.487@example.com,Specialist
John,Ansari,Microsoft,Afraz Siddiqui,john.ansari.488@example.com,Consultant
John,Ansari,IBM,Ayesha Ali,john.ansari.489@example.com,Engineer
Hassan,Qureshi,Adobe,Afraz Siddiqui,hassan.qureshi.490@example.com,Analyst
John,Malik,HCC,Afraz Siddiqui,john.malik.491@example.com,Developer
John,Zubair,IBM,Zain Khan,john.zubair.492@example.com,Specialist
Usman,Zubair,Amazon,Afraz Siddiqui,usman.zubair.493@example.com,Engineer
Omar,Butt,Amazon,Afraz Siddiqui,omar.butt.494@example.com,Consultant
Fatima,Iqbal,Google,Amna Ali,fatima.iqbal.495@example.com,Manager
John,Ahmed,Adobe,Afraz Siddiqui,john.ahmed.496@example.com,Intern
Jane,Butt,Adobe,Afraz Siddiqui,jane.butt.497@example.com,Analyst
John,Khan,Amazon,Omar Zubair,john.khan.498@example.com,Manager
Bilal,Ahmed,Meta,Afraz Siddiqui,bilal.ahmed.499@example.com,Intern
Amna,Brown,Microsoft,Afraz Siddiqui,amna.brown.500@example.com,Engineer
Fatima,Smith,Tesla,Hassan Zubair,fatima.smith.501@example.com,Consultant
Omar,Raza,Google,Afraz Siddiqui,omar.raza.502@example.com,Engineer
Ayesha,Ahmed,Meta,Afraz Siddiqui,ayesha.ahmed.503@example.com,Analyst
Usman,Mirza,Google,Ali Zubair,usman.mirza.504@example.com,Developer
Ayesha,Mirza,IBM,Afraz Siddiqui,ayesha.mirza.505@example.com,Consultant
Noor,Qureshi,IBM,Afraz Siddiqui,noor.qureshi.506@example.com,Consultant
Hassan,Iqbal,Google,Zain Mirza,hassan.iqbal.507@example.com,Intern
Ali,Ahmed,Google,Afraz Siddiqui,ali.ahmed.508@example.com,Engineer
Hassan,Smith,Meta,Afraz Siddiqui,hassan.smith.509@example.com,Developer
Jane,Butt,IBM,Sara Shah,jane.butt.510@example.com,Engineer
John,Butt,Tesla,Afraz Siddiqui,john.butt.511@example.com,Analyst
Sara,Shah,Amazon,Afraz Siddiqui,sara.shah.512@example.com,Developer
Bilal,Iqbal,Meta,Hassan Iqbal,bilal.iqbal.513@example.com,Specialist
Ayesha,Iqbal,IBM,Afraz Siddiqui,ayesha.iqbal.514@example.com,Specialist
John,Malik,Apple,Afraz Siddiqui,john.malik.515@example.com,Engineer
Noor,Raza,IBM,Hassan Butt,noor.raza.516@example.com,Analyst
Zain,Zubair,Adobe,Afraz Siddiqui,zain.zubair.517@example.com,Consultant
Hassan,Smith,HCC,Afraz Siddiqui,hassan.smith.518@example.com,Specialist
Zara,Javed,Tesla,Zara Mirza,zara.javed.519@example.com,Intern
John,Mirza,IBM,Afraz Siddiqui,john.mirza.520@example.com,Specialist
Hassan,Ali,Tesla,Afraz Siddiqui,hassan.ali.521@example.com,Engineer
Zara,Malik,Airbnb,Amna Javed,zara.malik.522@example.com,Analyst
Hassan,Javed,Apple,Afraz Siddiqui,hassan.javed.523@example.com,Manager
Amna,Zubair,Amazon,Afraz Siddiqui,amna.zubair.524@example.com,Specialist
Omar,Brown,Airbnb,John Butt,omar.brown.525@example.com,Consultant
Bilal,Raza,Meta,Afraz Siddiqui,bilal.raza.526@example.com,Intern
Zain,Mirza,IBM,Afraz Siddiqui,zain.mirza.527@example.com,Engineer
Fatima,Ali,Microsoft,Fatima Malik,fatima.ali.528@example.com,Developer
Ayesha,Javed,Adobe,Afraz Siddiqui,ayesha.javed.529@example.com,Analyst
Hassan,Smith,Meta,Afraz Siddiqui,hassan.smith.530@example.com,Specialist
Amna,Butt,Google,Noor Brown,amna.butt.531@example.com,Manager
Zara,Ali,Google,Afraz Siddiqui,zara.ali.532@example.com,Consultant
John,Malik,Airbnb,Afraz Siddiqui,john.malik.533@example.com,Consultant
Zain,Zubair,Meta,Sara Shah,zain.zubair.534@example.com,Analyst
Hassan,Ansari,HCC,Afraz Siddiqui,hassan.ansari.535@example.com,Developer
Amna,Qureshi,IBM,Afraz Siddiqui,amna.qureshi.536@example.com,Manager
Fatima,Raza,IBM,Zain Shah,fatima.raza.537@example.com,Intern
Jane,Iqbal,Microsoft,Afraz Siddiqui,jane.iqbal.538@example.com,Engineer
Usman,Smith,HCC,Afraz Siddiqui,usman.smith.539@example.com,Engineer
Omar,Malik,Microsoft,Ayesha Khan,omar.malik.540@example.com,Analyst
Ayesha,Qureshi,IBM,Afraz Siddiqui,ayesha.qureshi.541@example.com,Developer
Noor,Smith,Apple,Afraz Siddiqui,noor.smith.542@example.com,Developer
Noor,Qureshi,Google,Ayesha Smith,noor.qureshi.543@example.com,Manager
Bilal,Malik,Tesla,Afraz Siddiqui,bilal.malik.544@example.com,Consultant
Noor,Shah,Airbnb,Afraz Siddiqui,noor.shah.545@example.com,Consultant
Amna,Javed,Airbnb,Zain Brown,amna.javed.546@example.com,Developer
Zain,Butt,IBM,Afraz Siddiqui,zain.butt.547@example.com,Intern
Zara,Javed,Google,Afraz Siddiqui,zara.javed.548@example.com,Manager
Mina,Javed,Microsoft,Ali Raza,mina.javed.549@example.com,Consultant
Ali,Brown,Meta,Afraz Siddiqui,ali.brown.550@example.com,Developer
Omar,Malik,IBM,Afraz Siddiqui,omar.malik.551@example.com,Analyst
Omar,Ali,IBM,Fatima Butt,omar.ali.552@example.com,Consultant
Usman,Ansari,Airbnb,Afraz Siddiqui,usman.ansari.553@example.com,Developer
Omar,Mirza,Tesla,Afraz Siddiqui,omar.mirza.554@example.com,Developer
Zain,Butt,HCC,Ayesha Javed,zain.butt.555@example.com,Consultant
John,Butt,Microsoft,Afraz Siddiqui,john.butt.556@example.com,Intern
Jane,Khan,Microsoft,Afraz Siddiqui,jane.khan.557@example.com,Intern
Zara,Malik,HCC,Zara Iqbal,zara.malik.558@example.com,Specialist
Hassan,Malik,Apple,Afraz Siddiqui,hassan.malik.559@example.com,Analyst
John,Ansari,Google,Afraz Siddiqui,john.ansari.560@example.com,Engineer
Omar,Zubair,Microsoft,Zara Ahmed,omar.zubair.561@example.com,Engineer
Jane,Javed,Meta,Afraz Siddiqui,jane.javed.562@example.com,Analyst
Noor,Ansari,Microsoft,Afraz Siddiqui,noor.ansari.563@example.com,Manager
Noor,Ahmed,Airbnb,Noor Javed,noor.ahmed.564@example.com,Analyst
Bilal,Ahmed,Apple,Afraz Siddiqui,bilal.ahmed.565@example.com,Developer
Bilal,Khan,Meta,Afraz Siddiqui,bilal.khan.566@example.com,Consultant
Mina,Malik,Meta,Amna Brown,mina.malik.567@example.com,Consultant
Ali,Raza,Microsoft,Afraz Siddiqui,ali.raza.568@example.com,Specialist
Mina,Smith,Tesla,Afraz Siddiqui,mina.smith.569@example.com,Specialist
Fatima,Ahmed,Adobe,Ayesha Raza,fatima.ahmed.570@example.com,Consultant
Ali,Qureshi,IBM,Afraz Siddiqui,ali.qureshi.571@example.com,Engineer
Bilal,Qureshi,Google,Afraz Siddiqui,bilal.qureshi.572@example.com,Manager
Sara,Raza,Tesla,Sara Ahmed,sara.raza.573@example.com,Intern
Zain,Ali,Meta,Afraz Siddiqui,zain.ali.574@example.com,Analyst
Amna,Qureshi,HCC,Afraz Siddiqui,amna.qureshi.575@example.com,Specialist
Sara,Raza,Meta,Jane Qureshi,sara.raza.576@example.com,Manager
Jane,Mirza,HCC,Afraz Siddiqui,jane.mirza.577@example.com,Analyst
Fatima,Mirza,Tesla,Afraz Siddiqui,fatima.mirza.578@example.com,Intern
Omar,Javed,Microsoft,Usman Ahmed,omar.javed.579@example.com,Specialist
Omar,Butt,Microsoft,Afraz Siddiqui,omar.butt.580@example.com,Engineer
Noor,Butt,Airbnb,Afraz Siddiqui,noor.butt.581@example.com,Intern
Bilal,Javed,Tesla,Noor Ahmed,bilal.javed.582@example.com,Consultant
Jane,Ahmed,Amazon,Afraz Siddiqui,jane.ahmed.583@example.com,Analyst
Mina,Shah,HCC,Afraz Siddiqui,mina.shah.584@example.com,Analyst
Noor,Ansari,IBM,Omar Brown,noor.ansari.585@example.com,Developer
Bilal,Malik,Amazon,Afraz Siddiqui,bilal.malik.586@example.com,Consultant
Noor,Zubair,Adobe,Afraz Siddiqui,noor.zubair.587@example.com,Manager
Zain,Ali,Microsoft,Bilal Ansari,zain.ali.588@example.com,Analyst
John,Shah,Tesla,Afraz Siddiqui,john.shah.589@example.com,Analyst
Amna,Khan,Meta,Afraz Siddiqui,amna.khan.590@example.com,Manager
Jane,Shah,Microsoft,Ayesha Khan,jane.shah.591@example.com,Analyst
Sara,Javed,Adobe,Afraz Siddiqui,sara.javed.592@example.com,Engineer
Ali,Ansari,Adobe,Afraz Siddiqui,ali.ansari.593@example.com,Manager
Bilal,Mirza,Tesla,Ali Ansari,bilal.mirza.594@example.com,Developer
Usman,Javed,Meta,Afraz Siddiqui,usman.javed.595@example.com,Engineer
Noor,Ansari,Meta,Afraz Siddiqui,noor.ansari.596@example.com,Specialist
Amna,Zubair,Airbnb,Mina Iqbal,amna.zubair.597@example.com,Intern
Usman,Qureshi,Adobe,Afraz Siddiqui,usman.qureshi.598@example.com,Analyst
Omar,Qureshi,Tesla,Afraz Siddiqui,omar.qureshi.599@example.com,Engineer
Ayesha,Zubair,Google,Zara Qureshi,ayesha.zubair.600@example.com,Developer
Noor,Shah,Apple,Afraz Siddiqui,noor.shah.601@example.com,Engineer
Noor,Javed,Meta,Afraz Siddiqui,noor.javed.602@example.com,Specialist
Usman,Butt,IBM,Mina Ansari,usman.butt.603@example.com,Consultant
Jane,Ali,Airbnb,Afraz Siddiqui,jane.ali.604@example.com,Specialist
Fatima,Khan,Adobe,Afraz Siddiqui,fatima.khan.605@example.com,Consultant
Mina,Brown,Amazon,Amna Ahmed,mina.brown.606@example.com,Engineer
Sara,Raza,Apple,Afraz Siddiqui,sara.raza.607@example.com,Intern
John,Smith,Amazon,Afraz Siddiqui,john.smith.608@example.com,Engineer
Mina,Shah,HCC,Noor Mirza,mina.shah.609@example.com,Analyst
Noor,Raza,Apple,Afraz Siddiqui,noor.raza.610@example.com,Intern
Hassan,Brown,Apple,Afraz Siddiqui,hassan.brown.611@example.com,Analyst
Jane,Brown,Apple,Bilal Brown,jane.brown.612@example.com,Analyst
Fatima,Ahmed,Google,Afraz Siddiqui,fatima.ahmed.613@example.com,Intern
Zara,Ali,Apple,Afraz Siddiqui,zara.ali.614@example.com,Specialist
John,Khan,Adobe,Noor Butt,john.khan.615@example.com,Analyst
Bilal,Smith,HCC,Afraz Siddiqui,bilal.smith.616@example.com,Engineer
John,Malik,Adobe,Afraz Siddiqui,john.malik.617@example.com,Consultant
Ali,Mirza,Tesla,Zara Iqbal,ali.mirza.618@example.com,Specialist
Bilal,Raza,Airbnb,Afraz Siddiqui,bilal.raza.619@example.com,Intern
Jane,Zubair,Amazon,Afraz Siddiqui,jane.zubair.620@example.com,Analyst
Zain,Malik,Adobe,Ali Ali,zain.malik.621@example.com,Analyst
Amna,Malik,Adobe,Afraz Siddiqui,amna.malik.622@example.com,Consultant
Amna,Shah,HCC,Afraz Siddiqui,amna.shah.623@example.com,Analyst
Zara,Malik,Apple,Fatima Javed,zara.malik.624@example.com,Manager
Hassan,Javed,Adobe,Afraz Siddiqui,hassan.javed.625@example.com,Manager
Omar,Ahmed,IBM,Afraz Siddiqui,omar.ahmed.626@example.com,Consultant
Ayesha,Iqbal,HCC,Mina Javed,ayesha.iqbal.627@example.com,Manager
Usman,Raza,Meta,Afraz Siddiqui,usman.raza.628@example.com,Specialist
Jane,Smith,Tesla,Afraz Siddiqui,jane.smith.629@example.com,Specialist
Omar,Qureshi,Airbnb,Noor Iqbal,omar.qureshi.630@example.com,Specialist
Jane,Iqbal,Microsoft,Afraz Siddiqui,jane.iqbal.631@example.com,Consultant
Sara,Smith,Airbnb,Afraz Siddiqui,sara.smith.632@example.com,Manager
Sara,Shah,Tesla,Noor Butt,sara.shah.633@example.com,Manager
John,Iqbal,Meta,Afraz Siddiqui,john.iqbal.634@example.com,Analyst
Bilal,Javed,Google,Afraz Siddiqui,bilal.javed.635@example.com,Consultant
Sara,Ahmed,Google,Zain Shah,sara.ahmed.636@example.com,Manager
Usman,Shah,Google,Afraz Siddiqui,usman.shah.637@example.com,Manager
Zara,Malik,Adobe,Afraz Siddiqui,zara.malik.638@example.com,Specialist
Bilal,Qureshi,Amazon,Ayesha Butt,bilal.qureshi.639@example.com,Engineer
Zara,Mirza,Adobe,Afraz Siddiqui,zara.mirza.640@example.com,Intern
Amna,Raza,IBM,Afraz Siddiqui,amna.raza.641@example.com,Consultant
Omar,Ahmed,HCC,Omar Shah,omar.ahmed.642@example.com,Intern
Noor,Ansari,HCC,Afraz Siddiqui,noor.ansari.643@example.com,Engineer
Bilal,Ahmed,HCC,Afraz Siddiqui,bilal.ahmed.644@example.com,Consultant
Zain,Malik,Airbnb,Bilal Zubair,zain.malik.645@example.com,Consultant
Ali,Iqbal,Microsoft,Afraz Siddiqui,ali.iqbal.646@example.com,Manager
Ayesha,Smith,Adobe,Afraz Siddiqui,ayesha.smith.647@example.com,Manager
Zain,Raza,Microsoft,Bilal Malik,zain.raza.648@example.com,Manager
Noor,Qureshi,Microsoft,Afraz Siddiqui,noor.qureshi.649@example.com,Intern
Zain,Zubair,Amazon,Afraz Siddiqui,zain.zubair.650@example.com,Specialist
Mina,Iqbal,Microsoft,Zain Iqbal,mina.iqbal.651@example.com,Consultant
Fatima,Ahmed,Adobe,Afraz Siddiqui,fatima.ahmed.652@example.com,Analyst
John,Mirza,Amazon,Afraz Siddiqui,john.mirza.653@example.com,Engineer
Omar,Ali,Adobe,John Malik,omar.ali.654@example.com,Intern
John,Qureshi,HCC,Afraz Siddiqui,john.qureshi.655@example.com,Intern
Fatima,Ali,Google,Afraz Siddiqui,fatima.ali.656@example.com,Consultant
Jane,Raza,Microsoft,Sara Qureshi,jane.raza.657@example.com,Engineer
John,Ansari,Google,Afraz Siddiqui,john.ansari.658@example.com,Intern
Jane,Shah,Airbnb,Afraz Siddiqui,jane.shah.659@example.com,Manager
Ayesha,Brown,HCC,Amna Ali,ayesha.brown.660@example.com,Consultant
Fatima,Ahmed,Airbnb,Afraz Siddiqui,fatima.ahmed.661@example.com,Intern
Omar,Mirza,Tesla,Afraz Siddiqui,omar.mirza.662@example.com,Intern
Fatima,Ahmed,Adobe,Bilal Smith,fatima.ahmed.663@example.com,Specialist
Zara,Raza,Meta,Afraz Siddiqui,zara.raza.664@example.com,Analyst
